Name,id_Number,row_Number,seat_Number,auditorium_Number
Robert Miller,38527195207279025,39,9,2
Robert Miller,77500197003138752,55,8,4
Robert Miller,92911195603316768,14,55,2
Robert Mirabal,96561194605137836,18,18,6
Robert Miranda,27493194804275956,19,17,1
Robert Miser,11732196103046912,1,66,1
Robert Mitchell,67507194708124436,62,35,4
Robert Moffett,31974201710204805,30,52,4
Robert Moore,48763193411019322,39,34,5
Robert Morris,99066200207316373,13,26,5
Robert Moseley,83355198212093616,25,5,6
Robert Murelli,15658193702241579,46,44,1
Robert Newman,18038195212129738,14,67,1
Robert Nguyen,50980198007098264,27,23,6
Robert Nichols,78519200507319062,34,19,6
Robert Nixon,33839195709077703,59,61,2
Robert Nurse,14526193511272912,11,53,1
Robert Oakes,45459200311099838,9,27,1
Robert Orozco,50516197409187952,25,25,3
Robert Owens,99337195412132293,38,26,6
Robert Patridge,40083201110084491,39,9,4
Robert Penland,36762198405228047,41,17,4
Robert Pepper,52860193009166433,14,19,4
Robert Perrin,98958198912064574,23,38,4
Robert Perrins,16047199507095784,39,13,1
Robert Peterson,79350199512168336,25,16,4
Robert Peterson,94907198007044800,44,51,5
Robert Profit,22671198507106759,33,22,5
Robert Pugh,29109193612088609,40,25,2
Robert Ramirez,97051197204125845,47,23,2
Robert Ramsey,16168199312087963,49,7,2
Robert Reynolds,67675196407117258,39,46,3
Robert Rivers,21314196301115818,39,5,3
Robert Roberts,67507195003209193,66,17,4
Robert Robinson,51110195110039617,42,6,4
Robert Robinson,18331197201268031,46,30,4
Robert Robinson,68736198207184580,14,29,1
Robert Roche,66249201201126997,46,24,4
Robert Rodriguez,54603194411182061,24,50,1
Robert Rogers,37853199103038364,41,47,5
Robert Roldan,25702201612046787,44,57,2
Robert Rufener,91804199006035673,49,18,2
Robert Rupert,46770198710249382,37,19,2
Robert Sager,92121195302216976,49,60,2
Robert Sanders,63794197403028997,14,34,5
Robert Santos,70038199904227101,43,24,4
Robert Satchell,78895195607019419,26,43,3
Robert Scott,79127197508187478,6,1,4
Robert Seebach,43123200303236723,48,2,2
Robert Serrano,74758195302129855,33,40,1
Robert Shelly,85748199503208877,68,9,4
Robert Shelton,27730198803014833,42,29,4
Robert Shipe,61267197606033591,27,18,5
Robert Showers,95771194207205202,38,42,6
Robert Silvers,93551193212065582,12,43,6
Robert Simpson,95232193308279551,38,48,1
Robert Sloan,19871195804208267,38,37,4
Robert Smith,29792196204102405,36,49,1
Robert Snodgrass,62528199210019562,3,25,4
Robert Speidel,55646193202271934,3,50,5
Robert Stein,89392201204128884,15,45,3
Robert Stokes,25880200710124801,3,37,5
Robert Stone,36794194711218862,10,19,6
Robert Stonis,98640194209099461,9,6,5
Robert Tawwater,63335194805099203,46,11,1
Robert Taylor,62623200609072014,50,9,4
Robert Taylor,35918200504164367,27,32,3
Robert Teeter,63885198807217079,25,37,3
Robert Thomas,80112197910281587,43,47,4
Robert Thompson,44509198307033861,58,8,4
Robert Thornhill,45752196607043205,24,49,1
Robert Thurman,85440199701119934,3,17,2
Robert Tillman,60028194102261454,20,18,1
Robert Tipps,59454199104014275,1,43,4
Robert Torrence,24655195211085818,56,29,4
Robert Trapp,73575195203199573,22,60,1
Robert Trujillo,29535200202044660,9,24,5
Robert Tuck,78661197908303116,5,68,4
Robert Tyler,46679197308118126,33,15,4
Robert Vance,46620200004077198,38,57,2
Robert Vernon,45713196108179422,40,33,1
Robert Wall,50772200603257121,1,22,1
Robert Wallace,79863194508034768,32,41,1
Robert Wallace,55685198003186475,45,17,1
Robert Walters,56449194302054088,50,53,4
Robert Walton,63666195207035351,57,19,2
Robert Ware,67195196012159301,5,12,5
Robert Welsh,76311194203084983,12,61,4
Robert West,95386201207141234,62,32,4
Robert Wiles,45515200703119173,50,49,1
Robert Williams,52131200003124660,53,66,4
Robert Williams,26994201304206024,45,46,4
Robert Williams,61918198604123716,36,16,6
Robert Wilson,37372196505193138,16,21,3
Robert Wireman,24038196912019334,35,17,2
Robert Wooten,71637197402224147,23,44,2
Robert Wright,60115194007152816,14,5,6
Robert Young,96122198402265959,32,11,2
Robert Zappala,38261202003296684,33,54,5
Roberta Auerswald,19864195011149525,46,35,4
Roberta Austin,51824200805313324,4,1,5
Roberta Bond,60061197706113719,27,8,4
Roberta Cressman,13063195708143493,17,65,1
Roberta Engle,22422194612094738,20,27,6
Roberta Hazelhurst,50611194408076908,23,2,5
Roberta Hook,87885193302059626,28,2,1
Roberta King,22932197605276214,39,16,4
Roberta Lawson,30032199005077116,38,11,6
Roberta Pack,92824197111026247,58,54,4
Roberta Paquin,62688200406022464,25,24,1
Roberta Perry,81836201001315380,49,65,1
Roberto Brown,70518193611281234,21,45,5
Roberto Dunlap,90593194901047995,50,2,2
Roberto Harding,19629199606264904,15,37,1
Roberto Hearn,94502198504227057,11,7,4
Roberto Mckenna,98633200903207401,36,1,1
Roberto Perez,41489196904303523,28,29,5
Roberto Smith,68026200010173647,20,42,2
Roberto Suggs,84453195909213743,40,15,5
Roberto Sutton,36530194508215901,23,16,1
Roberto Troxell,42921193002274029,50,29,4
Roberto Wright,98411200403231047,24,10,6
Robin Albright,28739197507011774,4,31,4
Robin Arimoto,88217200702183475,32,16,4
Robin Butler,34273196112207209,38,16,2
Robin Cable,92655196812138856,11,35,3
Robin Charron,64853200008195895,12,40,2
Robin Dorsey,23727196510171023,67,27,4
Robin Garelik,15399193911308005,49,53,2
Robin Grimes,55835199706207542,12,32,6
Robin Hill,69581194612295972,35,1,1
Robin Hoyle,84042195510173378,55,7,2
Robin Kinney,19137197401134294,13,22,1
Robin Lawson,81214200504162116,15,63,1
Robin Read,99516201311166806,42,34,6
Robin Standre,23975196905101659,1,18,2
Robin Thompson,88652200305012393,15,19,5
Robin Trosper,76972195308143170,8,44,5
Robyn Gallagher,21935194402206133,41,21,1
Robyn Hawker,12621196209075414,29,32,2
Robyn Seiersen,37756200807298186,3,25,6
Rocco Coutts,35828200311076851,11,53,2
Rochelle Archer,11997199410119517,9,2,5
Rocky Clapp,93811196008231804,21,22,2
Rocky Robinson,40334198404115116,27,21,5
Rod Turner,35601198808184599,36,37,6
Roderick Kempton,12561199712259578,24,2,6
Roderick Mcclellan,44682196005197844,4,38,3
Roderick Owens,12982198806276605,4,24,3
Roderick Thorp,71666195104084558,28,7,1
Rodger Renfro,66082196607181604,47,54,4
Rodney Carr,73012194311157153,49,26,2
Rodney Cecilio,59405197911292333,10,21,3
Rodney Dibble,90027201907226668,50,26,4
Rodney Emerson,30637193802257843,59,5,4
Rodney Figueroa,84990193811148939,38,32,3
Rodney Granby,23325195705082446,38,23,6
Rodney Harrison,49814194304199017,56,4,2
Rodney Hodges,38116199108222175,1,38,3
Rodney Hollomon,10505195903304611,38,45,1
Rodney Lancaster,35010201606075822,12,41,4
Rodney Massey,97805197302046182,36,33,1
Rodney Merrell,95804194404066102,42,19,4
Rodney Miller,78884194109067432,44,32,1
Rodney Paxton,93749199004096176,13,63,4
Rodney Roy,31789198506266653,10,19,2
Rodney Smitherman,37334194808287659,22,67,1
Rodney Spangler,70528193212298401,48,19,2
Rodney Trajillo,84294197510304354,48,8,4
Rodolfo Freeman,89034194812261095,14,1,4
Rodolfo Nielsen,10025196310069705,33,1,5
Rodolfo Place,31488198501255458,1,46,4
Rodolfo Polanski,94692201609219920,37,60,5
Roger Arnold,76976199812037495,13,37,4
Roger Bishop,67902200906194911,4,34,3
Roger Castro,33205193512195988,8,12,3
Roger Chapman,52250198812172463,21,5,5
Roger Edwards,31084198606108732,2,51,1
Roger Fenwick,60008193511301684,36,43,4
Roger Field,31750194303111015,17,15,5
Roger Fraser,93016193111152871,52,56,4
Roger Garcia,72742200003121747,12,5,3
Roger Holland,36218193702274035,18,25,2
Roger Hull,56904198202147760,55,27,2
Roger Jackson,28637196409134632,6,7,2
Roger Lebel,11710193803259357,11,3,2
Roger Lester,42370197306014239,21,20,3
Roger Lipman,48723199002258665,31,45,5
Roger Malik,72570195808107898,7,41,4
Roger Mcquaid,47873197409267803,17,17,6
Roger Miller,96505194510234052,3,13,6
Roger Moua,31977200209076848,67,66,4
Roger Nappi,67362193808182816,1,12,2
Roger Pena,24310200209178762,27,10,5
Roger Rivera,69889193903085516,21,58,1
Roger Robinson,15084201805293783,29,39,4
Roger Sherman,47641195203035200,13,50,4
Roger Smith,15703200702072828,9,46,1
Roger Trumbore,37937199405181678,50,15,1
Roger Whitmore,68763195901108300,27,9,2
Roger Wilson,93273196412249440,42,34,4
Roger Young,31024199210121650,14,30,3
Roland Guenther,14576196904283622,27,63,4
Roland Shute,46738201904113734,6,57,5
Rolande Bateman,28627193104187853,1,18,1
Rolande Gray,57259200611123092,16,2,1
Rolando Brantner,16362198007051003,26,29,3
Rolando Butler,95226196405175351,13,11,1
Rolando Doolittle,44376198912297802,21,16,3
Rolf Lee,19712193905172875,66,1,4
Romeo Butcher,43676193302094444,24,55,2
Romeo Palmer,20321194208235799,19,37,3
Ron Garris,11797200006294964,9,49,2
Ron Lantrip,47312196003249208,22,30,3
Ron Miller,58676197603083321,29,20,6
Ron Phillips,31471199609228264,28,10,6
Ron Simmons,25630198908246162,32,66,2
Ron South,85391195505298752,4,21,6
Ronald Acton,42189201002129995,5,43,5
Ronald Andres,21814200103124197,32,30,4
Ronald Arguello,90548198507214032,20,20,5
Ronald Barron,23515198607125072,14,58,2
Ronald Baugher,73286201105128151,29,29,5
Ronald Bishop,98555201205018133,56,23,4
Ronald Borel,76877193010198591,27,54,1
Ronald Bowser,67836198107011688,36,47,5
Ronald Cobb,59638199709199413,27,35,3
Ronald Coker,15492194703113059,13,55,5
Ronald Connor,91479197707267991,25,44,1
Ronald Conrow,24893194208051257,27,50,1
Ronald Cook,11379200107246426,36,9,3
Ronald Dang,98103201508147162,15,13,4
Ronald Dekany,19906194909301323,32,63,2
Ronald Deutsch,58922195906146796,6,40,1
Ronald Dudley,78393198510101818,21,14,4
Ronald Felder,60555198312107669,55,15,2
Ronald Gresham,53260201101128307,45,2,2
Ronald Hemming,58529194108037362,29,46,3
Ronald Hernandez,69430195410315045,12,14,2
Ronald Hooker,17238201412295978,35,53,4
Ronald Jackson,57077200405027744,30,47,3
Ronald Jeffers,86405198404088840,12,34,4
Ronald Jones,73567196303165545,19,22,5
Ronald Jones,24944197507038475,23,37,4
Ronald Jopling,89772195011304623,36,43,5
Ronald Key,70881195201226110,36,25,5
Ronald Kirby,29914197205141215,22,4,6
Ronald Lamb,11939198412054942,1,24,1
Ronald Leblanc,19041201110257135,68,8,4
Ronald Leslie,57182195406208113,5,21,5
Ronald Love,88651193201019905,22,7,6
Ronald Lovejoy,22218198602104393,47,57,4
Ronald Ludwig,81824193306164501,40,34,2
Ronald Maltie,20677198103198748,26,57,5
Ronald Marceau,66463193104069659,50,58,2
Ronald Mcatee,14839198905315764,50,34,2
Ronald Meador,17659193708104908,19,38,5
Ronald Meyers,89425199609207618,31,34,2
Ronald Papa,71106199607081335,22,7,4
Ronald Rabon,32659200403097709,26,1,5
Ronald Ramlall,13420193407296049,34,34,5
Ronald Reese,93032200603084787,38,67,4
Ronald Rodriguez,68057201012176943,30,39,6
Ronald Rose,55223194808035199,18,1,3
Ronald Schwartz,72439194304152691,3,59,5
Ronald Sherwin,11820194503143708,4,68,1
Ronald Siewers,37952196408151684,20,17,4
Ronald Simmons,79301194903219656,12,51,2
Ronald Soria,40364197408287108,3,27,1
Ronald Steagell,49968201803078818,18,16,5
Ronald Stewart,59785198209122897,14,60,1
Ronald Stout,62449194503043056,30,31,3
Ronald Turner,42088200501198750,32,20,4
Ronald Tweedy,92737195608075346,39,6,6
Ronald Vosburg,68641196903277885,7,52,5
Ronald Widger,70703194501027223,45,34,4
Ronald Wilson,79824196011111285,25,29,4
Ronald Wright,97473199411139744,59,26,4
Ronald Zeigler,40500200603182743,8,43,5
Ronda Morris,52221198405281293,1,16,5
Ronna Spears,86828194504247385,16,66,2
Ronnie Hanna,96659196207183528,9,63,4
Ronnie Harre,99322195208246798,32,51,1
Ronnie Rau,78397198102218318,14,12,5
Ronnie Rhodes,65944196809104154,8,56,4
Ronnie Rodriguez,48180201003114820,37,50,5
Ronnie White,69918199711047392,19,36,2
Roosevelt Mowers,69247198406204233,50,62,1
Roosevelt Thompson,40651199002248449,13,52,4
Rory Carter,17587193904272250,13,48,1
Rory Montgomery,74675193808181023,32,35,6
Rosa Arce,41386194809246051,38,63,4
Rosa Austin,67270201409297627,30,27,1
Rosa Diaz,18810198611194352,18,46,2
Rosa Dominguez,24152197710238244,36,46,5
Rosa Henshaw,56499195002071731,43,5,6
Rosa Hoover,45860197404079944,40,6,5
Rosa Kerr,29276195612097645,44,67,4
Rosa Lopez,75890198501057291,1,65,1
Rosa Pierce,99784201007292246,25,38,2
Rosa Rowan,17163201201056524,3,50,4
Rosa Taylor,55967196903241276,40,5,5
Rosa Warren,63573197212082984,33,46,1
Rosalee Funderburke,38981195205274522,41,33,6
Rosalee Harshman,93457193906217717,57,65,2
Rosalie Daniels,73334200509188443,57,34,2
Rosalie Falgout,60934194006246909,44,8,5
Rosalie Johns,31177199004291578,9,46,5
Rosalie Kessler,19327194810231361,37,62,2
Rosalie Klingenberger,94470201907317015,31,24,6
Rosalind Adams,86495197702017694,15,40,5
Rosalinda Perez,52917197409079780,9,32,4
Rosalva Stacy,30952197801023045,21,45,2
Rosalyn Peeler,56105199609248346,24,5,1
Rose Andrade,18728201111168451,10,17,1
Rose Betterton,13701193411018050,11,11,4
Rose Brock,92669200411011441,4,53,2
Rose Brown,38902197108285299,14,2,6
Rose Corder,87657200412247764,16,16,4
Rose Howard,31912196202015451,29,58,4
Rose Humphrey,68001199510156481,9,30,2
Rose Kendall,20178194005289951,35,35,4
Rose Lalley,82359194605036735,45,42,4
Rose Mckenney,77219201705012193,35,23,3
Rose Mclaughlin,24070197903265573,29,45,1
Rose Myers,24157196903164524,48,9,4
Rose Nowacki,80346196612231315,13,64,1
Rose Oshea,55973199704231404,25,11,2
Rose Peters,61388199602053092,16,21,4
Rose Sorensen,65311199205074162,9,28,5
Rose Tiscareno,21949193601038969,57,11,2
Rose Wickline,27050195902038530,36,28,2
Roseann Catalan,64720193011269524,16,21,5
Roseann Jeanette,61426201512109503,39,42,4
Roseann Miller,30402193308065305,40,5,6
Roseanna Holloway,92025194709148137,42,4,4
Roseanna Jones,85398199009167674,57,11,4
Roseline Ayers,97650200305178038,5,43,2
Rosella Duval,31047200006082301,19,3,6
Roselyn Fox,38911196305292480,42,43,6
Rosemarie Beeler,84099197507096291,66,40,4
Rosemarie Tompkins,81933197008053481,27,48,2
Rosemary Bennett,53400195405061540,35,12,1
Rosemary Hill,87556195906061609,13,37,6
Rosemary Mullins,79907201306222867,57,20,4
Rosemary Parkhill,43756200602157457,31,27,5
Rosemary Perez,24914197604051914,44,56,5
Rosemary Smith,85032195810011161,32,37,5
Rosemary Swift,63774199303021428,10,27,6
Rosemary Walters,86771200412218292,25,2,5
Rosemary Washington,56524200308045843,19,28,4
Rosemary Williams,37586195610302402,37,25,5
Rosetta Maguire,67229194902072957,18,12,5
Rosie Cohen,96441201704079689,55,23,2
Rosie Manor,69973197309085071,33,59,5
Ross Arnold,35617199205254006,30,17,5
Ross Blanco,74123194304293158,45,10,5
Ross Provine,65141198506158562,13,16,4
Ross Winstead,39119198701174701,37,1,1
Rossana Noles,71301201007027661,18,1,4
Roxana Pierce,41521196410111868,23,41,2
Roxann Hunter,38032195103256317,31,64,4
Roxanna Colon,81849198401128825,59,22,4
Roxanna Miller,89539194609033271,20,2,4
Roxanna Yuan,16722199712311905,41,49,2
Roxanne Dina,42811197212157793,8,44,4
Roxanne Isom,38489193605278942,11,27,1
Roxanne Ponder,41766195908213695,16,56,2
Roxanne Thompson,32793200806152465,30,57,4
Roxie Ross,55792193006153345,42,21,5
Roxie Shaw,28227200210173848,26,20,5
Roy Bilodeau,79448199005027817,16,55,4
Roy Boehmke,79486201101044760,49,11,2
Roy Duggan,88582193508176258,21,47,1
Roy Franzen,25267196303299475,22,49,2
Roy Green,84791197508299644,29,27,2
Roy Harrison,98815194310159998,5,26,6
Roy Jeffers,13005199812078690,65,6,4
Roy Kaminsky,17919194412052429,44,11,2
Roy Levinthal,28436194607048396,3,17,5
Roy Mcculough,33255194010262730,50,28,2
Roy Meachum,48246196005154433,64,59,4
Roy Meeks,36886201503306687,3,45,3
Roy Mondier,26750196802135767,25,8,4
Roy Powers,84541197607025962,29,7,2
Roy Riggs,50456194705201625,12,29,1
Roy Rodriquez,53736193408091494,46,58,1
Roy Ross,23688197511078381,10,5,2
Roy Salas,72656194808205528,1,56,2
Roy Stevens,27103195604043834,33,56,4
Roy Thiel,48432199409253807,27,45,5
Roy Valencia,61110193208317252,21,29,6
Roy Wenning,33631196107072797,34,59,2
Royal Robinson,58654194304175082,46,17,5
Royce Carter,13004197109059637,50,59,1
Royce Mccracken,64870198507146238,4,24,2
Ruben Cada,20300198410189089,34,18,2
Ruben Mulroy,60649194207302380,55,51,4
Ruben Prunty,45132199101292221,66,12,4
Ruben Voorhies,83835199904143970,15,23,2
Ruben Williams,15655194305078986,31,39,1
Ruby Bailey,35026200506125232,42,32,1
Ruby Barnes,44877201004038975,21,28,6
Ruby Bates,16589194304133264,33,37,3
Ruby Beaulieu,14960197406087877,9,65,4
Ruby Edwards,55866193308315722,53,33,2
Ruby Felix,98084201707291901,33,43,4
Ruby Ferguson,66347199902285051,13,58,5
Ruby Gomez,30992200001202628,20,26,3
Ruby Herrera,68668201302188037,18,5,4
Ruby Johnson,22387199006225811,32,14,4
Ruby Langley,96020195304202940,37,41,3
Ruby Neal,31380201912098332,26,28,2
Ruby Perez,42127200305284145,9,25,2
Ruby Rich,33924198608121260,54,23,4
Ruby Schank,58371198603201868,37,2,4
Ruby Suarez,90475195011046179,44,14,1
Ruby Thompson,44495201601087334,22,32,2
Ruby Whelpley,82461193604172513,38,55,4
Ruby Wiggins,84047193709114073,50,4,2
Rudolf Brown,75026197007199815,59,35,2
Rudolph Fenn,79559200608115805,19,35,2
Rudolph Horr,70787195202186582,8,48,1
Rudolph Parker,78970196207257377,16,60,5
Rudolph Pazmino,98158200912224642,60,44,4
Rudy Etheridge,38368195101106092,13,2,4
Rudy Simon,81721200609219960,47,44,1
Rueben Mckeever,44167195303061817,25,17,4
Rufus Barnard,13139199010011130,6,46,5
Rufus Cooksey,46555197306081462,23,7,2
Rufus Selkirk,12567193210278542,18,23,6
Russell Cordova,33182194712156857,39,56,2
Russell Dorsette,61775198808033712,31,2,1
Russell Driever,24548195705248796,30,52,5
Russell Ellison,34361197101053136,30,33,4
Russell Gannaway,89966194304235780,20,25,1
Russell Lemmon,32105196110317411,57,27,4
Russell Long,18003195012109201,2,23,2
Russell Mitchell,83343195109235602,13,40,1
Russell Pena,34472196905043733,54,55,2
Russell Wesley,16421194309199198,32,39,4
Rusty Mcintosh,72333201707104803,27,49,4
Rusty Walker,14372198807111394,44,10,2
Ruth Amini,10771197504259835,43,25,2
Ruth Applewhite,65948200107243635,24,33,2
Ruth Barnett,54007193808088808,34,13,4
Ruth Bourdier,25431196510152514,53,55,2
Ruth Burke,16089201311015437,21,10,1
Ruth Camacho,56134201512277456,46,14,5
Ruth Carr,35438198410091879,24,11,6
Ruth Carrothers,70785195008093140,1,10,6
Ruth Cecil,59835193703153743,14,32,1
Ruth Chaney,93002198207301523,37,25,2
Ruth Deoliveira,35399193403279242,18,64,4
Ruth Devit,83612201604041560,62,7,4
Ruth Ford,14610198304164299,37,11,4
Ruth Gale,21860194607102400,18,56,2
Ruth Gall,37912199905123550,23,47,5
Ruth Gardner,62632197805142154,44,61,5
Ruth Hall,74980196607313355,24,23,6
Ruth Heard,37651201001262308,53,28,2
Ruth Holsinger,88197195604251186,41,26,6
Ruth Jackson,62831201312031132,40,29,1
Ruth Johnston,20266200405248851,16,17,2
Ruth Khim,17576198105098083,32,50,4
Ruth Lee,88210200001133734,8,15,1
Ruth Linch,42541198012254419,46,43,2
Ruth Matta,31651195511174578,7,64,2
Ruth Mcdaniel,46991198601175168,16,44,1
Ruth Miller,36205194203311229,31,15,2
Ruth Nguyen,42569198302059945,17,1,1
Ruth Parks,97086197807019747,10,67,4
Ruth Rhoads,69540197912118138,2,4,6
Ruth Ross,65666199511306491,3,34,2
Ruth Salerno,33917196703272936,60,1,4
